Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 12/21  05:15:00,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.06670134255092,-18.25076721614919,-18.940129529906444,-18.781632473892758,-19.146571771750606 
 12/21  05:30:00,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.066716215828654,-18.250767874123427,-18.940138921757865,-18.78163631250203,-19.146587404680436 
 12/21  05:45:00,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.066731025508383,-18.250768529284188,-18.940148273457625,-18.781640134700099,-19.14660297080173 
 12/21  06:00:00,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.06674577186195,-18.25076918164351,-18.940157585180374,-18.78164394055821,-19.146618470399706 
 12/21  06:15:00,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.066760455160006,-18.250769831213355,-18.94016685709076,-18.781647730144074,-19.146633903758365 
 12/21  06:30:00,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.066775075672067,-18.25077047800566,-18.940176089362468,-18.78165150352828,-19.146649271160486 
 12/21  06:45:00,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.066789633666479,-18.250771122032285,-18.940185282159918,-18.78165526077811,-19.146664572887635 
 12/21  07:00:00,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.06680412941047,-18.250771763305055,-18.940194435658129,-18.78165900196626,-19.146679809220193 
 12/21  07:15:00,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.066818563170096,-18.250772401835737,-18.940203550027037,-18.78166272716183,-19.146694980437358 
 12/21  07:30:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.06683293521027,-18.250773037636049,-18.94021262542131,-18.78166643642578,-19.1467100868171 
 12/21  07:45:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.066847245794845,-18.250773670717675,-18.94022166201671,-18.7816701298309,-19.146725128636235 
 12/21  08:00:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.06686149518646,-18.25077430109222,-18.94023065998266,-18.781673807448727,-19.146740106170396 
 12/21  08:15:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.06687568364666,-18.250774928771265,-18.94023961947451,-18.78167746934082,-19.146755019694035 
 12/21  08:30:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.0668898114359,-18.250775553766318,-18.94024854066663,-18.78168111557963,-19.146769869480456 
 12/21  08:45:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.0669038788135,-18.250776176088864,-18.940257423713207,-18.781684746226348,-19.146784655801786 
 12/21  09:00:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.06691788603769,-18.25077679575033,-18.940266268781899,-18.781688361351145,-19.146799378928983 
 12/21  09:15:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.066931833365556,-18.250777412762067,-18.940275076038064,-18.781691961021836,-19.146814039131848 
 12/21  09:30:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.066945721053153,-18.25077802713543,-18.940283845634043,-18.781695545297766,-19.146828636679044 
 12/21  09:45:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.066959549355379,-18.25077863888167,-18.940292577738548,-18.78169911424942,-19.14684317183809 
 12/21  10:00:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.06697331852607,-18.250779248012035,-18.940301272515798,-18.781702667947685,-19.146857644875369 
 12/21  10:15:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.066987028817974,-18.250779854537695,-18.94030993011154,-18.781706206446076,-19.146872056056116 
 12/21  10:30:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.06700068048278,-18.250780458469789,-18.940318550695169,-18.781709729818318,-19.146886405644449 
 12/21  10:45:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.06701427377107,-18.250781059819397,-18.940327134420217,-18.781713238124924,-19.146900693903338 
 12/21  11:00:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.067027808932364,-18.25078165859756,-18.940335681451076,-18.78171673143359,-19.14691492109467 
 12/21  11:15:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.067041286215138,-18.250782254815275,-18.94034419193332,-18.781720209803724,-19.14692908747918 
 12/21  11:30:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.067054705866786,-18.250782848483479,-18.940352666031829,-18.7817236733041,-19.146943193316504 
 12/21  11:45:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.06706806813364,-18.250783439613075,-18.940361103901865,-18.78172712199523,-19.14695723886518 
 12/21  12:00:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.067081373260998,-18.250784028214903,-18.940369505691679,-18.781730555941125,-19.14697122438265 
 12/21  12:15:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.067094621493106,-18.250784614299787,-18.940377871559293,-18.781733975204078,-19.146985150125233 
 12/21  12:30:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.067107813073166,-18.25078519787847,-18.940386201661285,-18.78173737984781,-19.146999016348166 
 12/21  12:45:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.067120948243326,-18.25078577896167,-18.940394496148487,-18.781740769936904,-19.14701282330562 
 12/21  13:00:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.06713402724473,-18.250786357560068,-18.940402755170227,-18.781744145528707,-19.14702657125066 
 12/21  13:15:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.06714705031747,-18.250786933684258,-18.940410978885269,-18.781747506690779,-19.14704026043529 
 12/21  13:30:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.0671600177006,-18.250787507344826,-18.940419167430436,-18.781750853477378,-19.14705389111042 
 12/21  13:45:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.067172929632215,-18.250788078552316,-18.940427320972277,-18.781754185957256,-19.147067463525898 
 12/21  14:00:00,-16.0,0.0,1.0,0.0,1.0,0.0,0.0,-19.067185786349279,-18.250788647317188,-18.940435439653358,-18.781757504189728,-19.14708097793051 
